customer_number,stage_grouped,max_closed_date,cloud_revenue,total_opp_amount,employees,mk_fit_score,industry,ee_count,contacts_count,non_ee_count,emb_world_attendees,email_clicks,a365_new_wb_visits,a365_rest_wb_visits,total_webinars_attended,total_webinar_attendees,assembly_app_events,assembly_app_days_used,comms_events,comms_days_used,libs_events,libs_days_used,manufacturing_events,manufacturing_days_used,mcad_events,mcad_days_used,multi_cad_events,multi_cad_days_used,part_request_events,part_request_days_used,share_events,share_days_used,tasks_events,tasks_days_used,version_control_events,version_control_days_used,web_review_events,web_review_days_used
1494788,lost,7/23/2024,991.6,991.6,6,0,Electronic Component and Semiconductor,6,19,7,0,1,0,0,0,0,803,16,572,44,1717,93,0,0,1363,38,0,0,0,0,6,1,0,0,6356,126,6447,123
1736860,won,7/19/2024,0,26970,0,0,Automotive,5,44,22,0,41,0,81,1,1,0,0,213,25,31,6,1,1,12,4,0,0,1,1,5,2,206,23,531,58,1626,47
1529833,lost,10/24/2024,4223.97,3167.99,42,0,Industrial/Instrumentation,2,19,4,0,30,4,22,0,0,6,3,530,46,2576,75,8,3,33,15,0,0,17,9,102,8,253,39,1921,81,7029,81
620928,lost,10/9/2024,10349.1,10349.1,4875,85,Industrial/Instrumentation,54,269,84,0,58,35,152,7,7,3,3,297,53,12467,97,1,1,624,39,0,0,0,0,382,41,0,0,9200,130,7186,122
1739721,won,8/7/2024,0,28511.99,0,0,Aerospace,2,28,1,0,6,0,46,0,0,15,2,0,0,90,3,0,0,11,2,0,0,5,1,2,2,3,1,67,15,200,6
1826298,won,9/26/2024,9486.67,9486.67,0,90,Automotive,16,71,27,0,52,33,226,7,7,8,6,24,11,2239,112,6,3,11,9,80,33,463,72,59,14,9,3,16933,159,14161,150
1931149,won,9/26/2024,29347.98,29347.99,0,0,Aerospace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750971,lost,8/1/2024,1055.99,1055.99,0,0,Industrial/Instrumentation,8,20,2,0,6,0,8,0,0,698,17,31,5,5752,13,32,14,672,25,0,0,5,4,58,10,15,3,2358,95,3913,71
894109,lost,9/4/2024,638.24,638.24,7,0,Electronic Component and Semiconductor,4,10,5,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
195770,lost,1/2/2024,5000,5000,500,0,Communications,8,32,15,0,13,0,17,0,0,0,0,0,0,33,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,1
1493659,lost,9/5/2024,11499,11499,14,83,Component OEM,23,186,90,0,19,14,159,4,5,10,7,1021,64,1864,97,3,2,1562,68,0,0,8,4,63,24,35,6,8848,157,16047,150
636188,won,9/30/2024,12048.75,12048.75,35479,0,Industrial/Instrumentation,48,206,92,0,24,1,191,2,2,0,0,0,0,259,23,3,3,17,9,0,0,2,1,4,2,0,0,7319,109,2485,82
1676113,lost,8/31/2024,1906.96,9701.39,1001,0,Automotive,4,15,4,0,54,3,57,3,3,1,1,134,19,932,75,30,20,3,2,0,0,1,1,9,8,12,6,7073,136,5566,120
1814834,lost,9/27/2024,3167.97,1055.99,5,0,Service Bureau / Engineering Services,1,9,1,0,1,0,0,0,0,306,11,163,48,818,53,7,3,1,1,0,0,0,0,0,0,0,0,1859,92,4880,106
1949313,lost,8/16/2024,6280.98,6280.99,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31524,lost,1/4/2024,5000,5000,43,0,Communications,15,59,12,0,25,11,93,6,6,1,1,112,19,2820,70,18,11,420,14,0,0,2,2,9,6,123,20,4327,81,3383,60
1745445,lost,10/17/2024,10449.99,10449.99,91,70,Industrial/Instrumentation,10,39,10,0,94,7,43,7,8,93,9,669,87,2761,110,429,103,827,45,0,0,12,11,8,5,2,2,21130,122,32050,139
505789,lost,1/2/2024,5524.99,5524.99,86,0,Industrial/Instrumentation,6,15,8,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,21,0,0
1818755,lost,10/19/2023,30000,30000,0,0,Service Bureau / Engineering Services,0,7,4,0,2,0,7,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,0,0
626059,lost,8/15/2024,1055.99,1055.99,1,0,Medical Device,2,14,7,0,25,28,33,0,0,22,9,10,3,18,5,12,8,180,5,0,0,3,3,13,6,0,0,1757,88,5227,113
1751658,lost,8/15/2024,1998,999,0,0,Consumer Electronics,1,2,0,0,7,14,17,0,0,3884,105,0,0,2042,116,0,0,2,2,0,0,0,0,110,36,0,0,6509,132,6776,123
1751521,lost,1/2/2024,5000,5000,0,0,Consumer Electronics,9,21,7,0,13,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624821,won,10/23/2023,5524.99,5524.99,24,0,Electronic Component and Semiconductor,4,21,11,0,4,0,8,0,0,0,0,22,3,50,6,0,0,0,0,0,0,0,0,0,0,0,0,147,7,563,7
616927,lost,1/2/2024,6299.24,6299.24,400,0,Industrial/Instrumentation,6,71,28,0,30,11,199,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14916,lost,8/24/2024,999,999,0,0,Consumer Electronics,7,55,10,0,0,0,2,0,0,7,1,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,238,47,250,27
1804937,won,9/18/2024,8049.3,8049.3,50,76,Medical Device,4,23,11,0,120,0,3,0,0,289,31,0,0,2399,129,25,15,5174,88,0,0,1,1,18,4,0,0,13565,154,7592,158
173809,won,9/25/2024,18360,18360,318,89,Service Bureau / Engineering Services,17,123,50,0,18,64,112,2,2,7,3,2,1,65,14,72,29,1582,66,0,0,2,2,111,27,2,1,4149,136,11040,131
1797609,won,9/6/2024,4558.94,4558.94,62,0,Industrial/Instrumentation,1,8,3,0,4,3,4,0,0,1,1,313,52,2318,83,0,0,4975,94,0,0,1,1,1,1,145,26,22034,93,11362,125
585965,won,9/27/2024,1187.99,1187.99,137,0,Electronic Component and Semiconductor,5,47,11,0,31,14,120,2,2,6,6,197,53,2505,96,64,30,2,2,2,2,158,29,55,16,14,9,5582,126,14322,121
1227152,won,9/24/2024,13684.08,13684.08,688,0,Automotive,5,32,13,0,11,2,14,1,1,9,9,389,71,2313,139,218,84,2402,78,1,1,14,10,84,34,150,35,7741,128,47438,136
779313,lost,6/28/2024,926.09,926.09,0,14,Service Bureau / Engineering Services,2,22,11,0,10,0,19,2,5,8,6,646,98,1120,76,95,50,0,0,0,0,1,1,72,25,12,11,5788,150,6059,142
1799074,won,6/12/2024,0,25990,51,0,Military/Defense,4,49,17,0,40,0,100,2,2,0,0,57,16,323,33,21,9,657,42,1,1,25,3,29,11,32,14,1117,81,3527,121
1827361,won,1/15/2024,600,600,0,0,Maritime,1,7,5,0,4,0,0,1,1,3,1,29,9,193,14,5,4,0,0,0,0,4,2,5,1,0,0,537,23,454,27
1840820,lost,6/1/2024,1184,1184,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677748,lost,7/5/2024,4608.44,4608.44,0,81,Medical Device,6,31,17,0,12,3,59,0,0,1,1,0,0,73,5,0,0,10,3,0,0,6,2,0,0,1,1,12,3,290,5
765239,lost,10/10/2024,8797,8797,18,0,Industrial/Instrumentation,2,21,9,0,4,0,41,0,0,0,0,0,0,53,4,0,0,0,0,0,0,0,0,1,1,0,0,92,30,163,10
11325,lost,4/25/2024,4990,4990,850,85,Industrial/Instrumentation,7,69,28,0,64,38,201,3,3,7,6,457,52,1932,118,0,0,1119,30,7,4,176,48,63,7,121,16,10022,151,8051,133
617546,lost,2/16/2024,626.99,626.99,50,0,Industrial/Instrumentation,6,16,6,0,57,1,210,5,5,6,4,2,2,150,12,0,0,8,4,0,0,5,3,5,2,1,1,1030,71,10569,81
610276,won,6/21/2024,7500,15000,201,0,Service Bureau / Engineering Services,18,52,18,0,26,2,79,4,5,0,0,56,11,3581,116,0,0,33,17,6,4,43,9,73,4,96,13,1450,114,851,63
1514504,lost,3/5/2024,1200,1200,18,0,Service Bureau / Engineering Services,0,1,1,0,0,0,0,0,0,1,1,1,1,7,3,0,0,0,0,0,0,0,0,3,1,0,0,23,2,49,3
1833826,lost,3/29/2024,1200,1200,0,0,Service Bureau / Engineering Services,5,28,8,0,43,3,57,4,5,20,8,833,91,1069,112,87,48,28131,117,1,1,45,8,54,25,543,64,16207,161,10024,144
1861716,lost,9/19/2024,999,999,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,291,17,0,0,3,2,0,0,1,1,2,2,0,0,533,54,145,10
610043,lost,9/1/2023,15000,15000,258,0,Service Bureau / Engineering Services,6,34,24,0,25,0,23,0,0,5,1,2,1,818,16,0,0,158,17,2,2,4,3,13,7,4,2,371,64,355,25
1133258,won,2/28/2024,16500,57863.33,20,0,Communications,10,44,15,0,1,3,17,1,1,0,0,0,0,2532,128,0,0,782,43,0,0,4,3,138,6,0,0,11545,166,3982,133
977794,won,5/31/2024,5000,5000,2,0,Service Bureau / Engineering Services,2,9,5,0,7,0,25,2,2,0,0,0,0,61,11,0,0,10,7,0,0,5,4,0,0,1,1,153,43,28,12
780544,lost,7/20/2023,4333.33,24082.93,124,0,Communications,7,24,9,0,57,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584942,lost,1/30/2024,39000,67500,1,14,Communications,5,29,8,0,13,0,15,1,1,0,0,0,0,750,47,0,0,1,1,0,0,1,1,4,4,0,0,1957,75,1038,47
764425,lost,6/21/2024,791.27,791.27,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636510,won,6/11/2024,15931.49,15931.49,35,70,Industrial/Instrumentation,15,37,10,0,32,17,31,2,2,21,10,919,69,4321,132,145,65,16,10,29,15,491,61,55,26,179,29,6352,164,5720,133
162208,lost,7/26/2024,0,26970,150,0,Industrial/Instrumentation,8,34,16,0,2,0,12,0,0,2,2,0,0,8,3,0,0,71,6,0,0,0,0,19,6,0,0,205,45,245,9
1751993,won,7/23/2024,6250,6250,0,89,Aerospace,10,50,19,0,49,1,26,6,6,5,5,126,23,1973,106,1,1,10,7,0,0,7,6,21,8,9,4,4527,149,11932,152
775040,lost,6/29/2024,527.99,527.99,11,0,Medical Device,2,17,6,0,4,0,0,0,0,77,4,24,4,247,28,0,0,4,3,0,0,1,1,1,1,0,0,599,50,2508,92
1720548,won,9/5/2024,19789,19789,0,0,Aerospace,8,24,8,0,6,8,98,2,2,0,0,2500,80,925,88,76,40,4,2,0,0,7,4,2,1,161,39,8314,137,10700,129
1846411,won,6/28/2024,527.99,527.99,0,0,Service Bureau / Engineering Services,1,1,0,0,5,0,38,0,0,109,9,31,3,3402,50,0,0,5254,86,0,0,0,0,7,3,0,0,4197,133,618,47
1304283,lost,10/8/2024,6649.48,6649.49,35,14,Automotive,4,19,11,0,3,1,33,1,1,1,1,11,3,8,8,2,1,110,10,7,1,0,0,0,0,0,0,367,40,2187,91
1838554,won,7/30/2024,0,26970,0,0,Industrial/Instrumentation,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909599,lost,7/10/2024,1001.25,1001.25,0,0,Aerospace,0,0,0,0,1,2,13,0,0,6,5,25,7,49,7,0,0,15,6,1,1,4,2,4,3,12,5,405,20,918,18
1357986,lost,7/11/2024,5224.99,5224.99,6,75,Medical Device,8,18,6,0,8,1,27,4,4,0,0,0,0,41,6,0,0,0,0,0,0,0,0,0,0,0,0,17,8,335,14
1810970,lost,8/30/2024,499,499,0,0,Service Bureau / Engineering Services,2,5,2,0,2,0,23,0,0,344,21,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,10,4,478,27
1262811,lost,9/27/2024,499,499,100,0,Medical Device,15,41,14,0,13,28,380,0,0,209,67,21,4,3476,142,4,1,33,17,0,0,2,2,52,27,237,63,7380,149,18551,137
1339986,lost,7/20/2024,1055.99,1055.99,4,0,Engineering,1,7,4,0,4,0,0,1,1,2,1,1,1,242,8,0,0,5,3,0,0,4,3,0,0,1,1,162,30,80,7
1623989,lost,8/1/2023,5524.99,5524.99,120,0,Industrial/Instrumentation,5,10,4,0,40,3,42,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824279,won,8/28/2024,1618.08,1035.09,0,0,Industrial/Instrumentation,1,2,1,0,3,6,150,0,0,848,30,0,0,135,36,0,0,12,9,0,0,0,0,0,0,0,0,1361,111,2796,99
1800522,lost,10/31/2024,1117.99,1117.99,0,0,Consumer Electronics,3,17,5,0,5,0,94,0,0,573,37,13,3,1126,56,86,29,1356,34,0,0,0,0,29,16,2,2,11166,142,8578,118
1826298,lost,8/14/2024,10349.1,10349.1,0,0,Automotive,16,71,27,0,52,33,226,7,7,8,6,24,11,2239,112,6,3,11,9,80,33,463,72,59,14,9,3,16933,159,14161,150
362997,won,9/30/2024,13081.18,13081.19,190,14,Medical Device,11,48,10,0,72,0,37,5,6,7,6,128,32,3842,82,40,22,7,5,0,0,30,9,18,8,108,28,6368,124,14881,123
1839441,won,9/27/2024,10349.1,10349.1,0,77,Consumer Electronics,3,12,6,0,14,6,54,5,6,12,4,345,58,2416,127,3,3,508,31,4,2,21,7,23,14,174,38,7650,151,8489,140
614376,lost,10/2/2024,4558.94,4558.94,107,56,Electronic Component and Semiconductor,4,37,14,0,12,0,8,1,1,21,6,15,2,1645,70,0,0,3535,58,0,0,2,2,58,25,11,2,6497,118,917,54
1676392,lost,9/30/2024,999,999,219,0,Medical Device,3,25,4,0,3,0,132,1,1,1008,41,385,80,1526,112,5,2,2,2,0,0,0,0,91,24,0,0,7044,144,21123,139
1710495,lost,9/27/2024,999,999,0,0,Military/Defense,8,24,8,0,2,1,25,0,0,2,2,0,0,2510,49,0,0,99,11,0,0,1,1,8,6,0,0,325,52,213,17
1803009,lost,9/3/2024,1055.99,1055.99,0,0,Medical Device,1,4,2,0,1,0,6,0,0,111,16,20,14,600,32,0,0,0,0,0,0,0,0,4,2,38,21,4481,97,1734,80
1561977,lost,10/22/2024,8062.97,8062.99,0,73,Consumer Electronics,6,26,8,0,1,0,55,1,1,0,0,108,18,1575,17,0,0,2,2,0,0,0,0,27,6,0,0,1239,105,2391,70
1840687,lost,7/31/2024,0,26970,0,0,Industrial/Instrumentation,3,20,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784033,lost,9/29/2024,0,37960,18,0,Service Bureau / Engineering Services,2,17,7,0,15,6,21,0,0,2,2,348,50,2263,98,257,62,2,2,0,0,1,1,224,41,0,0,5784,144,9230,149
666038,lost,1/2/2024,5000,5000,0,0,Consumer Electronics,9,53,35,0,4,20,66,1,1,6,6,4,4,1743,104,151,55,572,39,0,0,8,6,183,38,1,1,2812,129,15128,136
111816,lost,9/30/2024,0,28511.99,459,0,Electronic Component and Semiconductor,1,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186779,lost,8/15/2024,19789,19789,4299,0,Electronic Component and Semiconductor,12,36,6,0,4,5,35,1,1,1,1,0,0,2214,62,23,5,12,9,0,0,0,0,6,2,0,0,223,24,714,38
516319,lost,9/22/2023,5000,5000,35,0,Service Bureau / Engineering Services,3,27,13,0,35,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842912,won,9/29/2023,5000,5000,1200,0,Electronic Component and Semiconductor,17,99,37,0,327,5,35,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857615,lost,9/16/2024,18709.2,18709.2,0,0,Military/Defense,0,0,0,0,0,0,0,0,0,3,2,0,0,1692,18,1,1,17,9,0,0,4,4,10,4,4,4,163,12,146,13
1878045,won,10/9/2024,75198.2,75198.2,300,95,Component OEM,0,0,0,0,11,0,56,1,3,0,0,0,0,683,13,0,0,5,2,0,0,11,5,0,0,0,0,105,12,53,11
350151,lost,1/4/2024,5224.99,5224.99,6591,0,Industrial/Instrumentation,27,272,40,0,25,0,329,2,2,196,38,365,61,3082,92,336,74,16,11,27,16,317,59,648,84,185,46,21745,116,70643,112
1790383,won,9/30/2024,4079.15,4079.15,0,96,Industrial/Instrumentation,8,31,13,0,2,5,28,0,0,2,2,1,1,2782,126,0,0,10,6,0,0,11,6,16,10,2,2,7125,141,6996,132
637598,lost,9/29/2023,5000,5000,50,0,Automotive,32,144,26,0,59,6,115,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450644,won,9/25/2024,9652.49,9652.49,2,0,Service Bureau / Engineering Services,10,48,22,0,24,339,46,3,4,3,3,944,76,1931,93,75,35,370,23,0,0,1,1,6,6,27,11,8615,132,8231,126
1163457,lost,9/23/2024,1055.99,1055.99,0,0,Academic,1,26,4,0,0,0,20,0,0,2,1,0,0,1375,45,0,0,13,2,0,0,0,0,33,1,0,0,1436,65,236,9
1345762,won,9/30/2024,4558.94,4558.94,36,56,Industrial/Instrumentation,5,22,12,0,26,0,36,5,5,0,0,147,17,885,40,21,10,73,10,0,0,2,2,4,2,0,0,1855,100,807,61
1692254,lost,10/17/2024,4319.1,4319.1,3,0,Industrial/Instrumentation,4,20,8,0,1,0,0,0,0,0,0,0,0,756,68,93,55,18,9,0,0,3,3,3,1,0,0,3267,118,8095,126
1737688,lost,1/2/2024,5000,5000,0,0,Industrial/Instrumentation,11,50,10,0,13,1,370,3,4,0,0,2,1,1172,70,3,2,2,1,0,0,4,4,19,8,2,1,1555,88,2200,66
768135,won,1/25/2024,5224.99,5224.99,30,0,Industrial/Instrumentation,3,33,15,0,22,0,31,0,0,2,2,0,0,539,41,6,4,3,2,0,0,0,0,10,6,0,0,1753,74,1696,52
1137862,won,3/7/2024,72450,259910.41,20,14,Service Bureau / Engineering Services,7,47,21,0,6,0,49,1,1,0,0,0,0,35,1,0,0,6,1,0,0,6,1,0,0,0,0,0,0,14,2
12306,lost,4/29/2024,19789,19789,3300,14,Military/Defense,34,157,74,0,6,0,6,1,2,0,0,0,0,108,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23286,won,3/21/2024,15000,177369.9,7800,0,Industrial/Instrumentation,19,132,59,0,77,4,741,7,7,21,12,499,61,5712,124,109,49,3044,62,0,0,4,4,1336,35,217,42,18085,131,34299,122
1282352,won,4/30/2024,5524.99,5524.99,129,56,Service Bureau / Engineering Services,13,60,31,0,7,0,181,3,3,74,8,98,15,2360,84,1,1,2181,32,0,0,4,4,25,12,101,17,8664,109,2027,59
610043,won,4/15/2024,5000,5000,258,0,Service Bureau / Engineering Services,6,34,24,0,25,0,23,0,0,5,1,2,1,818,16,0,0,158,17,2,2,4,3,13,7,4,2,371,64,355,25
789371,lost,3/29/2024,600,600,10,0,Automotive,4,14,6,0,16,0,6,2,2,0,0,26,3,55,2,0,0,1,1,0,0,0,0,0,0,0,0,933,47,450,57
1709706,lost,1/31/2024,600,600,1720,0,Medical Device,3,22,12,0,44,3,92,5,6,3,3,205,34,2608,58,0,0,1703,44,0,0,0,0,77,15,0,0,2550,117,5462,134
1824414,won,2/29/2024,14985,56303.33,0,0,Industrial/Instrumentation,5,31,6,0,3,0,43,1,1,6,3,455,53,2873,96,0,0,3,3,0,0,0,0,36,17,0,0,9348,117,17048,112
1175834,lost,2/15/2024,626.99,626.99,29,0,Electronics,4,27,6,0,5,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,18,1
1731606,lost,2/15/2024,1200,1200,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21925,lost,5/6/2024,19789,19789,0,70,Industrial/Instrumentation,16,51,19,0,13,0,32,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1,1
1518314,lost,7/17/2023,15000,15000,80,0,Service Bureau / Engineering Services,6,34,15,0,20,3,100,2,2,0,0,508,92,3481,128,16,11,2836,86,0,0,1,1,13,12,469,92,7653,130,4756,134
607644,lost,3/6/2024,1200,1200,2,0,Service Bureau / Engineering Services,0,1,1,0,6,0,0,0,0,84,18,87,16,1103,65,0,0,1110,36,0,0,1,1,32,11,31,6,9132,119,2069,70
1867144,lost,4/30/2024,1200,1200,0,0,,0,0,0,0,2,0,12,0,0,1,1,0,0,30,4,0,0,4,3,0,0,0,0,0,0,0,0,8,2,16,4
1154809,lost,5/27/2024,3019.2,3019.2,0,56,Other,0,3,3,0,15,2,11,2,2,0,0,0,0,31,7,0,0,2,1,1,1,5,2,0,0,1,1,0,0,72,10
1271259,lost,8/30/2023,15000,15000,25,0,Aerospace,17,50,18,0,51,0,54,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940430,lost,7/20/2023,42000,191087.5,61,0,Service Bureau / Engineering Services,45,202,43,0,17,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915966,lost,5/21/2024,999,999,0,0,Electronic Component and Semiconductor,0,0,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11816,lost,7/25/2024,17496,17496,5000,96,Industrial/Instrumentation,27,85,22,0,148,9,103,7,11,1,1,86,16,1409,55,4,2,35,16,0,0,27,14,4,2,20,10,2633,65,1052,59
1748431,won,3/27/2024,11691,56652,0,0,Aerospace,4,27,11,0,5,0,1,0,0,0,0,0,0,38,7,0,0,8,3,0,0,2,1,3,2,0,0,0,0,30,10
1844615,won,6/26/2024,527.99,527.99,0,0,,0,1,1,0,6,0,13,1,1,346,7,10,4,1545,74,0,0,5112,37,0,0,0,0,7,4,0,0,3402,102,439,23
1770229,lost,7/31/2024,459,459,0,0,Military/Defense,1,9,1,0,4,0,14,0,0,16,6,7,4,1108,54,0,0,2455,49,0,0,1,1,13,7,18,9,8453,89,953,45
1499157,won,6/28/2024,499,499,47,0,Industrial/Instrumentation,4,7,2,0,23,7,576,1,1,168,19,0,0,113,20,23,16,3,3,0,0,0,0,17,10,1,1,1098,61,5736,131
639099,lost,7/26/2024,499,499,2,0,Service Bureau / Engineering Services,0,1,1,0,2,0,0,0,0,3,2,0,0,18,5,0,0,1,1,0,0,1,1,0,0,0,0,198,25,8,3
1545715,won,9/5/2024,1055.99,1055.99,194,0,Electronic Component and Semiconductor,10,34,10,0,6,0,8,0,0,92,10,13,2,431,42,0,0,3,2,0,0,1,1,3,3,13,2,1426,113,2364,86
200419,won,7/26/2024,5000,5000,280,0,Industrial/Instrumentation,9,52,25,0,8,0,12,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
1748428,lost,7/26/2024,499,499,0,0,Communications,10,87,35,0,13,50,443,1,1,13,10,282,48,2412,49,9,4,102,29,12,1,13,11,1243,126,72,32,8215,162,95420,181
1788253,lost,9/8/2023,15000,16920,0,0,Aerospace,5,12,3,0,20,15,21,2,2,0,0,22,6,1771,98,0,0,16,6,2,2,16,3,5,3,6,6,4556,128,1627,85
1851024,lost,10/22/2024,13678.58,13678.58,0,0,,0,0,0,0,65,0,95,0,0,1,1,3,2,20,8,1,1,6,5,0,0,2,2,0,0,5,3,335,61,297,19
1298175,lost,8/8/2024,1055.99,1055.99,0,0,Component OEM,4,22,9,0,3,0,15,0,0,6,2,0,0,456,7,0,0,47,3,0,0,0,0,0,0,0,0,69,18,77,9
1822998,lost,10/5/2024,2837.99,2837.99,0,0,Service Bureau / Engineering Services,0,3,2,0,6,0,26,1,1,58,8,75,23,4280,61,0,0,194,9,0,0,0,0,2,1,0,0,1359,74,1186,50
1676215,lost,1/2/2024,5000,5000,120,0,Industrial/Instrumentation,8,23,12,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843785,lost,1/2/2024,5000,5000,2307,0,Industrial/Instrumentation,8,42,12,0,48,161,119,6,7,0,0,0,0,172,5,0,0,4,3,0,0,0,0,1,1,0,0,0,0,20,3
1826124,lost,9/25/2024,5000,5000,6000,0,Service Bureau / Engineering Services,5,26,9,0,0,0,29,0,0,0,0,0,0,424,26,0,0,10978,120,0,0,0,0,31,12,0,0,7547,111,232,17
599857,lost,1/2/2024,5000,5000,14000,0,Service Bureau / Engineering Services,15,79,12,0,13,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518314,won,9/30/2024,3747.5,3747.5,80,85,Service Bureau / Engineering Services,6,34,15,0,20,3,100,2,2,0,0,508,92,3481,128,16,11,2836,86,0,0,1,1,13,12,469,92,7653,130,4756,134
1810970,won,9/30/2024,1998,8990,0,0,Service Bureau / Engineering Services,2,5,2,0,2,0,23,0,0,344,21,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,10,4,478,27
1756979,won,10/1/2024,999,999,0,0,Aerospace,3,8,2,0,1,2,2,0,0,289,48,26,4,817,85,94,37,2,2,0,0,0,0,0,0,0,0,3729,116,10588,127
1849836,won,10/10/2024,999,999,0,0,Industrial/Instrumentation,0,0,0,0,7,0,0,0,0,1690,58,211,55,8144,138,212,70,16,10,0,0,13,7,346,34,177,46,15287,155,25443,152
1833097,lost,11/17/2024,527.99,527.99,1001,70,Industrial/Instrumentation,3,16,4,0,18,0,63,2,2,178,8,68,17,440,33,326,75,261,21,115,11,3,2,12,7,8,6,840,64,2741,89
1704385,lost,9/24/2024,2897.1,999,21,0,Industrial Manufacturing and Services,3,7,4,0,3,0,27,1,1,29,8,0,0,4,4,0,0,907,35,23,2,1,1,0,0,0,0,2960,108,1262,50
1750792,won,6/28/2024,459,459,0,0,Service Bureau / Engineering Services,0,1,1,0,3,0,0,0,0,122,9,8,3,162,15,2,1,1,1,0,0,0,0,0,0,0,0,982,68,240,13
1670062,won,6/27/2024,0,28511.99,0,0,Communications,5,20,4,0,11,2,167,4,5,2,2,20,6,14870,34,0,0,529,12,0,0,0,0,4,2,0,0,711,72,8336,140
1670398,won,6/28/2024,0,36420,131,0,Aerospace,15,52,14,0,1,0,47,0,0,1,1,105,9,3121,141,1,1,11,7,0,0,3,3,17,13,2,2,5121,158,7979,142
1267192,won,7/2/2024,3695.98,3695.99,51,44,Service Bureau / Engineering Services,2,6,2,0,6,13,6,1,1,21,5,0,0,10,2,255,23,6,5,2,2,3,3,0,0,4,1,42,13,970,48
1641102,lost,8/2/2024,1583.98,1055.99,1,0,Industrial/Instrumentation,14,56,12,0,20,3,36,4,4,279,34,378,62,3546,121,0,0,1173,48,101,38,918,76,383,97,145,35,20043,140,44030,145
16500,lost,6/29/2024,1583.98,1055.99,17,0,Retail,1,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843947,won,6/27/2024,527.99,527.99,0,0,Medical Device,1,4,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332250,lost,6/30/2024,791.26,395.63,0,0,Hospitals and Healthcare,2,15,0,0,7,0,297,0,0,816,21,0,0,7449,115,0,0,3,3,0,0,0,0,31,14,0,0,4181,146,17303,134
1690150,won,6/28/2024,0,26970,0,0,Communications,2,17,4,0,1,0,1,0,0,2411,112,39,7,1396,78,0,0,3532,61,0,0,0,0,68,23,0,0,4762,143,6393,152
